station_id,time,PM25_AQI_value,PM10_AQI_value,NO2_AQI_value,temperature,pressure,humidity,wind,weather
2009,8/26/2013 12:13:00 AM,75,26,22,27,1008,89,0,4
2009,8/26/2013 1:13:00 AM,75,26,22,26,1007,88,0,4
2009,8/26/2013 2:13:00 AM,121,48,22,26,1007,88,2,4
2009,8/26/2013 3:13:00 AM,122,48,26,27,1007,88,0,4
2009,8/26/2013 4:13:00 AM,109,43,24,27,1007,88,1,4
2009,8/26/2013 5:13:00 AM,106,39,24,26,1007,89,0,4
2009,8/26/2013 6:13:00 AM,105,39,21,26,1007,87,0,4
2009,8/26/2013 7:13:00 AM,101,36,17,26,1008,82,0,4
2009,8/26/2013 8:13:00 AM,72,36,16,26,1008,77,0,4
2009,8/26/2013 9:13:00 AM,57,36,22,26,1008,80,1,4
2009,8/26/2013 10:11:00 AM,57,18,27,26,1009,82,2,4
2009,8/26/2013 11:11:00 AM,54,23,26,27,1009,77,1,4
2009,8/26/2013 12:11:00 PM,66,36,24,27,1009,81,1,4
2009,8/26/2013 1:11:00 PM,77,26,15,28,1008,77,3,4
2009,8/26/2013 2:12:00 PM,99,49,15,28,1008,77,5,4
2009,8/26/2013 3:13:00 PM,99,49,15,28,1008,77,5,4
2009,8/26/2013 4:11:00 PM,88,33,12,28,1007,61,3,4
2009,8/26/2013 5:11:00 PM,99,33,15,28,1008,60,5,4
2009,8/26/2013 6:11:00 PM,86,30,20,28,1008,71,2,3
2009,8/26/2013 7:20:00 PM,80,38,23,27,1008,72,1,3
2009,8/26/2013 8:12:00 PM,97,72,23,27,1008,77,1,3
2009,8/26/2013 9:12:00 PM,101,69,16,27,1009,78,1,3
2009,8/26/2013 10:11:00 PM,102,59,16,26,1009,77,0,3
2009,8/26/2013 11:12:00 PM,97,41,18,26,1009,76,2,3
2009,8/27/2013 12:12:00 AM,91,44,18,26,1009,78,2,3
2009,8/27/2013 1:11:00 AM,89,44,14,26,1009,78,0,3
2009,8/27/2013 2:12:00 AM,89,45,10,26,1009,79,0,3
2009,8/27/2013 3:11:00 AM,98,45,11,26,1008,80,3,3
2009,8/27/2013 4:11:00 AM,93,42,13,26,1009,80,1,3
2009,8/27/2013 5:11:00 AM,84,48,14,26,1009,81,0,3
2009,8/27/2013 6:11:00 AM,89,39,13,26,1009,81,1,3
2009,8/27/2013 7:11:00 AM,84,37,12,26,1010,82,0,3
2009,8/27/2013 8:11:00 AM,89,45,18,27,1010,79,8,4
2009,8/27/2013 9:11:00 AM,90,51,20,27,1010,75,0,4
2009,8/27/2013 10:11:00 AM,89,49,14,28,1010,73,1,4
2009,8/27/2013 11:11:00 AM,87,34,12,29,1011,72,2,4
2009,8/27/2013 12:11:00 PM,88,38,11,29,1010,71,0,1
2009,8/27/2013 1:11:00 PM,85,66,12,29,1010,74,0,1
2009,8/27/2013 2:11:00 PM,93,59,11,29,1010,72,0,1
2009,8/27/2013 3:11:00 PM,104,60,9,29,1009,75,0,1
2009,8/27/2013 4:11:00 PM,104,60,9,29,1009,75,0,1
2009,8/27/2013 5:11:00 PM,85,66,12,29,1010,74,0,1
2009,8/27/2013 6:30:00 PM,93,54,11,29,1009,76,0,1
2009,8/27/2013 7:30:00 PM,93,54,11,29,1009,76,0,1
2009,8/27/2013 8:12:00 PM,103,53,17,28,1009,81,0,1
2009,8/27/2013 9:11:00 PM,104,55,15,27,1009,82,0,1
2009,8/27/2013 10:12:00 PM,96,54,14,27,1010,82,1,1
2009,8/27/2013 11:12:00 PM,83,50,13,27,1009,84,2,1
2009,8/28/2013 12:11:00 AM,81,45,13,27,1009,84,8,1
2009,8/28/2013 1:11:00 AM,75,36,9,27,1009,85,0,1
2009,8/28/2013 2:11:00 AM,65,31,9,27,1009,85,0,1
2009,8/28/2013 3:11:00 AM,64,25,8,27,1008,85,4,1
2009,8/28/2013 4:11:00 AM,55,23,7,27,1008,85,3,1
2009,8/28/2013 5:12:00 AM,77,28,8,27,1008,86,5,1
2009,8/28/2013 6:11:00 AM,86,30,8,27,1008,88,4,1
2009,8/28/2013 7:11:00 AM,75,28,11,27,1008,89,4,1
2009,8/28/2013 8:12:00 AM,85,37,17,27,1008,88,5,1
2009,8/28/2013 9:12:00 AM,96,45,22,28,1008,87,2,1
2009,8/28/2013 10:11:00 AM,113,53,16,29,1008,82,2,1
2009,8/28/2013 11:12:00 AM,104,43,16,30,1008,78,0,1
2009,8/28/2013 12:12:00 PM,107,40,18,32,1007,71,1,1
2009,8/28/2013 1:11:00 PM,104,52,17,32,1007,69,4,1
2009,8/28/2013 2:11:00 PM,110,53,14,33,1006,66,0,1
2009,8/28/2013 3:12:00 PM,123,55,15,33,1005,67,0,1
2009,8/28/2013 4:12:00 PM,128,51,16,33,1005,66,2,1
2009,8/28/2013 5:12:00 PM,124,59,14,33,1005,65,0,1
2009,8/28/2013 6:12:00 PM,118,48,14,33,1005,65,2,1
2009,8/28/2013 7:12:00 PM,106,53,14,32,1005,69,1,1
2009,8/28/2013 8:12:00 PM,76,44,13,30,1005,74,0,1
2009,8/28/2013 9:12:00 PM,55,43,12,30,1006,76,0,1
2009,8/28/2013 10:12:00 PM,51,36,12,29,1006,78,4,1
2009,8/28/2013 11:11:00 PM,46,18,13,29,1005,80,0,1
2009,8/29/2013 12:12:00 AM,40,21,13,29,1005,81,0,1
2009,8/29/2013 1:11:00 AM,44,25,13,29,1005,84,0,1
2009,8/29/2013 2:11:00 AM,42,17,15,29,1005,82,0,1
2009,8/29/2013 3:11:00 AM,43,14,12,29,1005,83,0,1
2009,8/29/2013 4:12:00 AM,29,11,9,29,1004,83,0,1
2009,8/29/2013 5:12:00 AM,34,12,11,28,1004,83,0,1
2009,8/29/2013 6:12:00 AM,31,16,13,28,1004,83,1,1
2009,8/29/2013 7:11:00 AM,41,13,13,28,1004,83,0,1
2009,8/29/2013 8:12:00 AM,51,28,13,29,1004,79,1,4
2009,8/29/2013 9:12:00 AM,55,34,16,30,1004,75,0,4
2009,8/29/2013 10:11:00 AM,71,41,21,32,1004,69,2,4
2009,8/29/2013 11:17:00 AM,81,50,19,33,1004,67,0,4
2009,8/29/2013 12:29:00 PM,91,61,28,33,1004,66,0,4
2009,8/29/2013 1:12:00 PM,159,66,14,31,1005,68,0,4
2009,8/29/2013 2:12:00 PM,167,76,10,31,1005,68,3,4
2009,8/29/2013 3:12:00 PM,171,84,9,31,1005,67,7,4
2009,8/29/2013 4:12:00 PM,166,91,10,31,1005,70,0,4
2009,8/29/2013 5:12:00 PM,139,55,16,31,1002,62,3,4
2009,8/29/2013 6:12:00 PM,102,42,13,28,1002,86,0,3
2009,8/29/2013 7:12:00 PM,99,35,34,28,1004,83,0,3
2009,8/29/2013 8:12:00 PM,133,53,60,29,1003,80,0,3
2009,8/29/2013 9:12:00 PM,151,60,56,29,1004,82,0,3
2009,8/29/2013 10:12:00 PM,148,64,50,30,1004,84,2,3
2009,8/29/2013 11:12:00 PM,118,58,19,30,1004,82,1,3
2009,8/30/2013 12:12:00 AM,67,36,13,29,1004,82,2,3
2009,8/30/2013 1:12:00 AM,61,33,15,29,1004,83,0,3
2009,8/30/2013 2:12:00 AM,64,20,15,29,1004,85,0,3
2009,8/30/2013 3:12:00 AM,56,18,18,29,1004,85,0,3
2009,8/30/2013 4:12:00 AM,55,18,14,29,1004,86,0,3
2009,8/30/2013 5:12:00 AM,50,16,14,29,1003,86,0,3
2009,8/30/2013 6:12:00 AM,61,28,19,29,1003,87,0,3
2009,8/30/2013 7:11:00 AM,106,38,18,28,1004,86,0,3
2009,8/30/2013 8:12:00 AM,124,50,18,28,1005,84,1,4
2009,8/30/2013 9:12:00 AM,128,50,23,29,1005,72,8,4
2009,8/30/2013 10:12:00 AM,142,56,14,29,1005,76,0,4
2009,8/30/2013 11:12:00 AM,157,84,13,30,1005,75,0,4
2009,8/30/2013 12:12:00 PM,163,89,12,30,1006,73,9,4
2009,8/30/2013 1:12:00 PM,159,66,14,31,1005,68,0,4
2009,8/30/2013 2:12:00 PM,167,76,10,31,1005,68,3,4
2009,8/30/2013 3:12:00 PM,171,84,9,31,1005,67,7,4
2009,8/30/2013 4:12:00 PM,166,91,10,31,1005,70,0,4
2009,8/30/2013 5:11:00 PM,168,95,10,30,1005,71,0,4
2009,8/30/2013 6:11:00 PM,166,93,16,29,1006,73,0,3
2009,8/30/2013 7:12:00 PM,164,86,13,28,1006,78,4,3
2009,8/30/2013 8:12:00 PM,168,87,11,27,1007,80,3,3
2009,8/30/2013 9:12:00 PM,163,72,10,27,1008,79,7,3
2009,8/30/2013 10:12:00 PM,152,60,11,26,1009,76,3,3
2009,8/30/2013 11:12:00 PM,121,48,9,26,1009,75,2,3
2009,8/31/2013 12:12:00 AM,77,26,8,26,1009,73,8,3
2009,8/31/2013 1:12:00 AM,68,23,6,26,1009,72,8,3
2009,8/31/2013 2:12:00 AM,56,25,6,25,1009,74,4,3
2009,8/31/2013 3:12:00 AM,48,23,5,25,1010,74,7,3
2009,8/31/2013 4:12:00 AM,49,24,6,25,1010,74,1,3
2009,8/31/2013 5:12:00 AM,53,23,5,25,1010,74,1,3
2009,8/31/2013 6:11:00 AM,46,25,6,25,1010,74,2,3
2009,8/31/2013 7:12:00 AM,52,29,7,25,1010,74,1,3
2009,8/31/2013 8:11:00 AM,43,39,9,25,1011,74,6,1
2009,8/31/2013 9:11:00 AM,49,36,10,25,1012,72,0,1
2009,8/31/2013 10:12:00 AM,50,38,10,26,1012,69,3,1
2009,8/31/2013 11:12:00 AM,56,32,12,27,1012,66,2,1
2009,8/31/2013 12:12:00 PM,62,21,11,27,1012,63,0,1
2009,8/31/2013 1:12:00 PM,88,38,12,27,1012,62,5,1
2009,8/31/2013 2:12:00 PM,78,33,13,28,1012,60,2,1
2009,8/31/2013 3:12:00 PM,71,41,14,28,1012,50,2,1
2009,8/31/2013 4:12:00 PM,66,32,10,28,1012,52,0,1
2009,8/31/2013 5:12:00 PM,59,21,10,27,1012,56,5,1
2009,8/31/2013 6:12:00 PM,44,37,10,27,1013,57,2,1
2009,8/31/2013 7:12:00 PM,51,40,11,26,1013,54,1,1
2009,8/31/2013 8:12:00 PM,59,29,11,25,1013,59,0,1
2009,8/31/2013 9:12:00 PM,65,39,13,25,1013,60,1,1
2009,8/31/2013 10:12:00 PM,58,32,15,24,1013,61,1,1
2009,8/31/2013 11:12:00 PM,44,23,11,24,1013,61,0,1
2009,9/1/2013 12:12:00 AM,48,24,11,24,1013,62,8,1
2009,9/1/2013 1:12:00 AM,53,25,7,24,1014,62,5,1
2009,9/1/2013 2:12:00 AM,43,23,7,24,1014,62,0,1
2009,9/1/2013 3:12:00 AM,40,13,9,24,1014,62,0,1
2009,9/1/2013 4:12:00 AM,37,14,7,24,1014,63,0,1
2009,9/1/2013 5:12:00 AM,37,24,7,23,1014,67,3,1
2009,9/1/2013 6:12:00 AM,47,24,8,23,1014,66,0,1
2009,9/1/2013 7:11:00 AM,40,22,11,23,1014,67,1,1
2009,9/1/2013 8:12:00 AM,34,31,15,25,1014,60,0,1
2009,9/1/2013 9:12:00 AM,34,22,10,25,1015,59,0,1
2009,9/1/2013 10:11:00 AM,27,25,10,27,1015,54,0,1
2009,9/1/2013 11:12:00 AM,36,23,9,27,1015,51,1,1
2009,9/1/2013 12:12:00 PM,38,19,11,27,1015,52,3,1
2009,9/1/2013 1:12:00 PM,22,27,10,28,1014,52,0,1
2009,9/1/2013 2:12:00 PM,52,26,13,28,1014,51,0,1
2009,9/1/2013 3:12:00 PM,52,33,13,28,1014,48,0,1
2009,9/1/2013 4:12:00 PM,61,22,11,27,1014,51,1,1
2009,9/1/2013 5:12:00 PM,64,26,10,27,1014,47,0,1
2009,9/1/2013 6:12:00 PM,49,23,11,28,1014,39,0,1
2009,9/1/2013 7:12:00 PM,56,23,14,26,1014,50,0,1
2009,9/1/2013 8:12:00 PM,67,57,18,25,1015,55,0,1
2009,9/1/2013 9:12:00 PM,96,55,19,25,1015,56,0,1
2009,9/1/2013 10:13:00 PM,86,58,23,25,1016,61,0,1
2009,9/1/2013 11:12:00 PM,82,59,23,25,1016,63,0,1
2009,9/2/2013 12:12:00 AM,87,53,16,25,1016,67,0,1
2009,9/2/2013 1:12:00 AM,83,38,11,24,1016,67,0,1
2009,9/2/2013 2:12:00 AM,89,40,12,24,1015,68,3,1
2009,9/2/2013 3:12:00 AM,84,34,10,24,1015,66,0,1
2009,9/2/2013 4:11:00 AM,70,39,9,24,1015,67,0,1
2009,9/2/2013 5:12:00 AM,66,32,9,24,1015,64,0,1
2009,9/2/2013 6:12:00 AM,44,14,8,23,1015,67,0,1
2009,9/2/2013 7:12:00 AM,47,16,16,24,1015,67,3,1
2009,9/2/2013 8:12:00 AM,48,44,22,25,1016,66,0,1
2009,9/2/2013 9:12:00 AM,71,54,20,25,1016,65,2,1
2009,9/2/2013 10:12:00 AM,59,51,18,27,1016,54,7,1
2009,9/2/2013 11:12:00 AM,55,27,13,27,1016,53,8,1
2009,9/2/2013 12:12:00 PM,39,17,12,28,1015,55,1,1
2009,9/2/2013 1:12:00 PM,49,17,9,28,1014,54,0,1
2009,9/2/2013 2:11:00 PM,57,31,9,28,1014,53,11,1
2009,9/2/2013 3:12:00 PM,62,25,7,28,1013,50,0,1
2009,9/2/2013 4:12:00 PM,55,25,8,28,1013,52,5,1
2009,9/2/2013 5:12:00 PM,46,19,8,28,1013,53,3,1
2009,9/2/2013 6:12:00 PM,42,35,10,27,1014,54,3,1
2009,9/2/2013 7:12:00 PM,36,42,13,27,1014,54,2,1
2009,9/2/2013 8:12:00 PM,31,39,11,26,1015,62,0,1
2009,9/2/2013 9:12:00 PM,40,57,11,26,1015,64,0,1
2009,9/2/2013 10:12:00 PM,48,50,15,25,1015,65,0,1
2009,9/2/2013 11:12:00 PM,55,43,14,25,1015,67,0,1
2009,9/3/2013 12:12:00 AM,55,32,15,25,1014,67,0,1
2009,9/3/2013 1:12:00 AM,59,34,12,25,1014,66,2,1
2009,9/3/2013 2:12:00 AM,48,31,12,25,1014,67,5,1
2009,9/3/2013 3:12:00 AM,26,21,7,25,1014,66,0,1
2009,9/3/2013 4:12:00 AM,26,13,6,25,1014,66,6,1
2009,9/3/2013 5:12:00 AM,27,12,6,25,1013,67,5,1
2009,9/3/2013 6:12:00 AM,35,17,7,25,1014,69,0,1
2009,9/3/2013 7:12:00 AM,28,28,8,25,1014,70,2,1
2009,9/3/2013 8:12:00 AM,24,32,12,25,1015,71,5,1
2009,9/3/2013 9:12:00 AM,31,39,14,26,1016,65,4,1
2009,9/3/2013 10:12:00 AM,55,29,11,26,1016,64,0,1
2009,9/3/2013 11:12:00 AM,58,36,12,28,1015,60,0,1
2009,9/3/2013 12:12:00 PM,78,29,10,27,1015,59,5,1
2009,9/3/2013 1:12:00 PM,109,44,10,28,1015,53,3,1
2009,9/3/2013 2:17:00 PM,120,57,9,28,1015,52,1,1
2009,9/3/2013 3:12:00 PM,140,62,9,28,1014,52,1,1
2009,9/3/2013 4:11:00 PM,137,65,9,28,1014,54,5,1
2009,9/3/2013 5:12:00 PM,134,69,9,27,1014,52,11,1
2009,9/3/2013 6:12:00 PM,135,67,11,27,1014,53,2,1
2009,9/3/2013 7:12:00 PM,128,67,13,26,1014,56,2,1
2009,9/3/2013 8:12:00 PM,129,64,13,25,1014,61,6,1
2009,9/3/2013 9:12:00 PM,116,59,11,25,1015,63,3,1
2009,9/3/2013 10:12:00 PM,94,52,12,24,1015,64,6,1
2009,9/3/2013 11:12:00 PM,58,35,15,24,1016,63,0,1
2009,9/4/2013 12:12:00 AM,43,15,14,24,1015,64,0,1
2009,9/4/2013 1:12:00 AM,43,21,11,24,1016,64,2,1
2009,9/4/2013 2:12:00 AM,24,14,9,24,1015,63,5,1
2009,9/4/2013 3:12:00 AM,23,20,9,24,1015,65,3,1
2009,9/4/2013 4:12:00 AM,24,26,8,23,1015,67,0,1
2009,9/4/2013 5:11:00 AM,44,22,7,23,1015,68,0,1
2009,9/4/2013 6:12:00 AM,37,17,8,23,1015,67,1,1
2009,9/4/2013 7:12:00 AM,32,12,11,23,1016,65,0,1
2009,9/4/2013 8:12:00 AM,32,16,18,24,1016,60,0,1
2009,9/4/2013 9:12:00 AM,47,30,21,26,1016,53,0,1
2009,9/4/2013 10:12:00 AM,55,26,15,26,1016,53,1,1
2009,9/4/2013 11:18:00 AM,49,29,11,27,1017,48,0,1
2009,9/4/2013 12:12:00 PM,44,22,12,27,1017,45,5,1
2009,9/4/2013 1:12:00 PM,58,20,12,27,1016,48,1,1
2009,9/4/2013 2:12:00 PM,70,37,10,27,1016,47,0,1
2009,9/4/2013 3:12:00 PM,67,38,11,28,1015,41,6,1
2009,9/4/2013 4:12:00 PM,45,34,10,27,1015,43,0,1
2009,9/4/2013 5:12:00 PM,58,24,12,27,1015,42,1,1
2009,9/4/2013 6:12:00 PM,59,19,15,27,1015,46,1,1
2009,9/4/2013 7:12:00 PM,51,46,16,25,1015,52,0,1
2009,9/4/2013 8:12:00 PM,62,49,17,25,1015,52,0,1
2009,9/4/2013 9:17:00 PM,84,52,15,25,1016,54,1,1
2009,9/4/2013 10:12:00 PM,66,52,18,25,1017,58,1,1
2009,9/4/2013 11:11:00 PM,57,48,17,25,1017,60,0,1
2009,9/5/2013 12:12:00 AM,71,42,15,24,1017,62,0,1
2009,9/5/2013 1:12:00 AM,69,38,14,24,1016,65,0,1
2009,9/5/2013 2:12:00 AM,65,40,14,24,1016,64,0,1
2009,9/5/2013 3:12:00 AM,64,44,9,24,1016,66,0,1
2009,9/5/2013 4:12:00 AM,65,31,11,24,1016,71,0,1
2009,9/5/2013 5:12:00 AM,57,38,10,24,1016,72,2,1
2009,9/5/2013 6:12:00 AM,61,48,10,24,1016,73,0,1
2009,9/5/2013 7:12:00 AM,59,44,19,24,1017,70,0,1
2009,9/5/2013 8:12:00 AM,73,32,19,24,1017,68,2,4
2009,9/5/2013 9:12:00 AM,56,15,14,25,1017,65,0,4
2009,9/5/2013 10:12:00 AM,48,25,19,25,1017,62,0,4
2009,9/5/2013 11:12:00 AM,62,35,16,25,1018,63,0,4
2009,9/5/2013 12:12:00 PM,59,30,14,25,1018,63,1,4
2009,9/5/2013 1:12:00 PM,67,29,18,25,1017,66,1,4
2009,9/5/2013 2:12:00 PM,79,54,18,24,1017,73,0,4
2009,9/5/2013 3:12:00 PM,83,52,20,24,1017,72,1,4
2009,9/5/2013 4:12:00 PM,72,37,21,24,1016,78,0,4
2009,9/5/2013 5:12:00 PM,83,57,25,23,1017,80,0,4
2009,9/5/2013 6:14:00 PM,133,66,23,23,1017,80,0,4
2009,9/5/2013 7:12:00 PM,128,55,26,23,1017,80,5,4
2009,9/5/2013 8:12:00 PM,115,47,22,23,1018,85,3,4
2009,9/5/2013 9:12:00 PM,117,61,23,23,1019,84,2,4
2009,9/5/2013 10:12:00 PM,90,45,19,23,1019,84,0,4
2009,9/5/2013 11:12:00 PM,75,32,18,22,1019,82,2,4
2009,9/6/2013 12:12:00 AM,67,20,17,21,1019,82,1,4
2009,9/6/2013 1:12:00 AM,58,16,15,20,1019,89,2,4
2009,9/6/2013 2:12:00 AM,45,12,12,20,1019,90,3,4
2009,9/6/2013 3:12:00 AM,50,12,11,20,1019,90,0,4
2009,9/6/2013 4:11:00 AM,55,15,11,20,1019,90,0,4
2009,9/6/2013 5:12:00 AM,63,18,12,20,1018,90,0,4
2009,9/6/2013 6:12:00 AM,71,22,10,20,1019,90,0,4
2009,9/6/2013 7:12:00 AM,67,20,9,21,1019,90,0,4
